,600909.SS,511010.SS,000786.SZ,601166.SS,510330.SS,000002.SZ,000300.SS.I,600660.SS,000001.SS.I,000651.SZ,01988.HK,601229.SS,000333.SZ,601668.SS,000338.SZ,600016.SS,03968.HK,200869.SZ,399001.SZ.I,600031.SS,01157.HK,002839.SZ,000157.SZ,900905.SS,02039.HK,600690.SS
,华安证券,国债ETF,北新建材,兴业银行,华夏300,万科Ａ,沪深300,福耀玻璃,上证指数,格力电器,民生银行,上海银行,美的集团,中国建筑,潍柴动力,民生银行,招商银行,张裕Ｂ,深证成指,三一重工,中联重科,张家港行,中联重科,老凤祥Ｂ,中集集团,青岛海尔
2015-09-15,,108.428,37.59,14.67,3.179,13.02,3152.23,11.84,3005.17,16.05,6.839270,,25.0,5.93,8.38,9.04,17.072783,23.89,9290.81,6.64,2.611053,,4.88,3.552,12.806173,9.66
2015-09-16,,108.4,37.59,14.91,3.375,13.43,3309.25,12.43,3152.26,16.92,7.005630,,26.64,6.22,9.08,8.98,17.109577,24.41,9890.43,7.18,2.691256,,5.28,3.724,13.271148,10.18
2015-09-17,,108.372,37.59,14.63,3.271,13.1,3237.0,12.05,3086.06,16.41,7.033357,,25.5,6.13,8.78,8.76,17.311949,23.85,9739.89,6.89,2.709078,,5.13,3.71,13.42614,9.76
2015-09-18,,108.358,37.59,14.51,3.31,13.12,3251.27,12.09,3097.92,16.49,7.079568,,25.88,6.23,8.83,8.76,17.440731,24.2,9850.77,6.86,2.780370,,5.18,3.97,13.581132,9.88
2015-09-19,,108.358,37.59,14.51,3.31,13.12,3251.27,12.09,3097.92,16.49,7.079568,,25.88,6.23,8.83,8.76,17.440731,24.2,9850.77,6.86,2.780370,,5.18,3.97,13.581132,9.88
2015-09-20,,108.358,37.59,14.51,3.31,13.12,3251.27,12.09,3097.92,16.49,7.079568,,25.88,6.23,8.83,8.76,17.440731,24.2,9850.77,6.86,2.780370,,5.18,3.97,13.581132,9.88
2015-09-21,,108.377,37.59,14.38,3.355,13.18,3308.25,12.24,3156.54,16.59,6.950176,,26.53,6.3,9.03,8.76,17.017590,24.25,10176.73,7.04,2.709078,,5.29,4.039,13.484262,9.95
2015-09-22,,108.305,37.59,14.52,3.388,13.26,3339.03,12.2,3185.62,16.81,6.913208,,26.65,6.28,9.16,8.78,16.925604,24.22,10238.69,6.95,2.717990,,5.3,4.063,13.600504999999998,9.97
2015-09-23,,108.321,37.59,14.23,3.313,13.15,3263.03,11.91,3115.89,16.45,6.663667,,25.84,6.1,8.88,8.61,16.852015,23.85,10132.29,6.7,2.628875,,5.15,4.002,13.213026000000001,9.64
2015-09-24,,108.315,37.59,14.24,3.33,13.09,3285.0,11.95,3142.69,16.46,6.608213,,26.13,6.11,8.94,8.58,16.704836,23.62,10238.04,6.77,2.673433,,5.19,4.053,13.251775,9.69
2015-09-25,,108.278,37.59,14.31,3.27,12.9,3231.95,11.7,3092.35,16.09,6.654424,,25.1,6.06,8.55,8.81,16.760027,23.44,9904.76,6.44,2.726901,,5.04,4.045,13.213026000000001,9.43
2015-09-26,,108.278,37.59,14.31,3.27,12.9,3231.95,11.7,3092.35,16.09,6.654424,,25.1,6.06,8.55,8.81,16.760027,23.44,9904.76,6.44,2.726901,,5.04,4.045,13.213026000000001,9.43
2015-09-27,,108.278,37.59,14.31,3.27,12.9,3231.95,11.7,3092.35,16.09,6.654424,,25.1,6.06,8.55,8.81,16.760027,23.44,9904.76,6.44,2.726901,,5.04,4.045,13.213026000000001,9.43
2015-09-28,,108.301,37.59,14.35,3.267,12.85,3242.75,11.78,3100.76,16.12,6.654424,,25.1,5.97,8.68,8.61,16.760027,23.59,10115.55,6.47,2.726901,,5.07,4.038,13.213026000000001,9.37
2015-09-29,,108.429,37.59,14.19,3.2,12.6,3178.85,11.67,3038.14,15.75,6.525033,,24.57,5.77,8.42,8.47,16.520861,23.39,9949.92,6.32,2.637787,,4.95,3.99,12.709304,9.03
2015-09-30,,108.691,37.59,14.56,3.233,12.73,3202.95,11.85,3052.78,16.18,6.598971,,25.23,5.78,8.51,8.45,17.201565,23.8,9988.25,6.36,2.593230,,4.99,4.068,13.174279,9.06
2015-10-01,,108.691,37.59,14.56,3.233,12.73,3202.95,11.85,3052.78,16.18,6.598971,,25.23,5.78,8.51,8.45,17.201565,23.8,9988.25,6.36,2.593230,,4.99,4.068,13.174279,9.06
2015-10-02,,108.691,37.59,14.56,3.233,12.73,3202.95,11.85,3052.78,16.18,6.691393,,25.23,5.78,8.51,8.45,17.311949,23.8,9988.25,6.36,2.816016,,4.99,4.068,13.484262,9.06
2015-10-03,,108.691,37.59,14.56,3.233,12.73,3202.95,11.85,3052.78,16.18,6.691393,,25.23,5.78,8.51,8.45,17.311949,23.8,9988.25,6.36,2.816016,,4.99,4.068,13.484262,9.06
2015-10-04,,108.691,37.59,14.56,3.233,12.73,3202.95,11.85,3052.78,16.18,6.691393,,25.23,5.78,8.51,8.45,17.311949,23.8,9988.25,6.36,2.816016,,4.99,4.068,13.484262,9.06
2015-10-05,,108.691,37.59,14.56,3.233,12.73,3202.95,11.85,3052.78,16.18,6.820785,,25.23,5.78,8.51,8.45,17.532719,23.8,9988.25,6.36,2.816016,,4.99,4.068,13.658628,9.06
2015-10-06,,108.691,37.59,14.56,3.233,12.73,3202.95,11.85,3052.78,16.18,6.811543,,25.23,5.78,8.51,8.45,17.643103,23.8,9988.25,6.36,2.816016,,4.99,4.068,13.774871,9.06
2015-10-07,,108.691,37.59,14.56,3.233,12.73,3202.95,11.85,3052.78,16.18,7.070326,,25.23,5.78,8.51,8.45,18.535376,23.8,9988.25,6.36,2.940776,,4.99,4.068,14.046104999999999,9.06
2015-10-08,,108.579,37.59,14.81,3.302,13.07,3296.48,12.51,3143.36,16.83,7.005630,,27.11,5.95,8.84,8.48,18.176626,24.16,10394.73,6.58,2.922953,,5.14,4.226,13.891115,9.34
2015-10-09,,107.86,37.59,14.97,3.383,13.23,3340.12,12.54,3183.15,16.86,7.208960,,27.1,5.99,8.93,8.5,18.581369,24.59,10540.19,6.7,2.949687,,5.22,4.227,14.026731,9.37
2015-10-10,,107.86,37.59,14.97,3.383,13.23,3340.12,12.54,3183.15,16.86,7.208960,,27.1,5.99,8.93,8.5,18.581369,24.59,10540.19,6.7,2.949687,,5.22,4.227,14.026731,9.37
2015-10-11,,107.86,37.59,14.97,3.383,13.23,3340.12,12.54,3183.15,16.86,7.208960,,27.1,5.99,8.93,8.5,18.581369,24.59,10540.19,6.7,2.949687,,5.22,4.227,14.026731,9.37
2015-10-12,,108.44,37.59,15.21,3.511,13.48,3447.69,12.93,3287.66,17.5,7.282898,,28.29,6.21,9.38,8.65,18.535376,25.04,10961.36,7.0,2.994244,,5.42,4.384,14.394835999999998,9.72
2015-10-13,,108.302,37.59,15.08,3.519,13.47,3445.04,12.92,3293.23,17.38,7.190475,,27.92,6.17,9.32,8.59,18.287010,25.1,11042.13,6.93,3.047713,,5.39,4.388,14.16235,9.72
2015-10-14,,108.623,37.59,15.04,3.474,13.28,3406.11,12.71,3262.44,17.09,7.107295,,26.97,6.14,9.16,8.54,18.305408,24.72,10901.48,6.76,2.896219,,5.27,4.38,13.697375,9.56
2015-10-15,,108.451,37.59,15.19,3.576,13.52,3486.81,12.91,3338.07,17.45,7.227444,,27.52,6.23,9.37,8.6,18.811337,25.28,11229.38,6.93,2.976422,,5.39,4.524,14.259219,9.78
2015-10-16,,108.016,37.59,15.21,3.607,13.65,3534.06,13.21,3391.35,17.53,7.301383,,27.66,6.28,9.51,8.62,19.087297,25.5,11374.83,7.07,2.816016,,5.44,4.577,14.278592999999999,9.92
2015-10-17,,108.016,37.59,15.21,3.607,13.65,3534.06,13.21,3391.35,17.53,7.301383,,27.66,6.28,9.51,8.62,19.087297,25.5,11374.83,7.07,2.816016,,5.44,4.577,14.278592999999999,9.92
2015-10-18,,108.016,37.59,15.21,3.607,13.65,3534.06,13.21,3391.35,17.53,7.301383,,27.66,6.28,9.51,8.62,19.087297,25.5,11374.83,7.07,2.816016,,5.44,4.577,14.278592999999999,9.92
2015-10-19,,108.064,37.59,15.13,3.602,13.53,3534.18,13.0,3386.7,17.45,7.329109,,27.42,6.22,9.45,8.57,19.179283,25.5,11391.01,6.98,2.780370,,5.38,4.482,14.026731,9.92
2015-10-20,,108.589,37.59,15.14,3.628,13.55,3577.7,13.02,3425.33,17.56,7.329109,,27.5,6.43,9.48,8.57,18.949318,25.44,11597.08,7.12,2.807104,,5.48,4.442,14.201097,9.92
2015-10-21,,108.499,37.59,15.23,3.55,13.23,3473.25,12.62,3320.68,17.5,7.329109,,26.67,6.59,8.81,9.0,18.949318,24.89,10915.99,6.76,2.807104,,5.24,4.232,14.201097,9.92
2015-10-22,,108.406,37.59,15.02,3.59,13.35,3524.53,12.95,3368.74,17.6,7.255171,,26.95,6.44,9.01,8.75,18.627363,25.15,11305.1,6.85,2.771458,,5.3,4.341,14.142976999999998,9.92
2015-10-23,,108.539,37.59,15.1,3.654,13.74,3571.24,13.08,3412.43,18.2,7.347593,,27.58,6.41,9.12,8.73,19.087297,26.02,11603.46,6.92,2.771458,,5.33,4.402,14.394835999999998,9.92
2015-10-24,,108.539,37.59,15.1,3.654,13.74,3571.24,13.08,3412.43,18.2,7.347593,,27.58,6.41,9.12,8.73,19.087297,26.02,11603.46,6.92,2.771458,,5.33,4.402,14.394835999999998,9.92
2015-10-25,,108.539,37.59,15.1,3.654,13.74,3571.24,13.08,3412.43,18.2,7.347593,,27.58,6.41,9.12,8.73,19.087297,26.02,11603.46,6.92,2.771458,,5.33,4.402,14.394835999999998,9.92
2015-10-26,,108.664,16.72,15.15,3.678,13.67,3589.26,13.13,3429.58,17.95,7.356836,,27.8,6.42,9.29,8.75,19.087297,26.56,11687.77,7.04,2.744724,,5.42,4.45,14.491707,9.92
2015-10-27,,108.85,15.05,15.14,3.66,13.69,3592.88,13.43,3434.34,17.58,7.338352,,27.38,6.36,9.21,8.69,18.811337,26.48,11758.41,6.95,2.682344,,5.35,4.454,14.433584,9.92
2015-10-28,,109.04,13.9,15.09,3.599,13.66,3524.92,13.53,3375.2,17.3,7.245929,,26.79,6.22,9.03,8.64,18.397396,24.85,11494.35,6.81,2.655610,,5.28,4.331,13.871739000000002,9.92
2015-10-29,,108.748,13.47,15.07,3.606,13.62,3533.31,13.47,3387.31,17.5,7.144264,,27.76,6.2,9.06,8.58,18.121435,24.85,11566.66,6.81,2.682344,,5.27,4.294,13.852366,9.92
2015-10-30,,108.805,13.69,15.27,3.619,13.67,3534.08,13.43,3382.56,17.35,7.218202,,28.01,6.21,8.99,8.6,18.719351,24.67,11546.05,6.71,2.646698,,5.23,4.31,13.387391000000001,9.92
2015-10-31,,108.805,13.69,15.27,3.619,13.67,3534.08,13.43,3382.56,17.35,7.218202,,28.01,6.21,8.99,8.6,18.719351,24.67,11546.05,6.71,2.646698,,5.23,4.31,13.387391000000001,9.92
2015-11-01,,108.805,13.69,15.27,3.619,13.67,3534.08,13.43,3382.56,17.35,7.218202,,28.01,6.21,8.99,8.6,18.719351,24.67,11546.05,6.71,2.646698,,5.23,4.31,13.387391000000001,9.92
2015-11-02,,108.836,12.8,15.11,3.571,13.56,3475.96,13.3,3325.08,17.64,7.125780,,28.38,6.17,8.87,8.53,19.225279,24.12,11304.88,6.61,2.611053,,5.19,4.201,13.058034,9.92
2015-11-03,,108.773,12.41,15.06,3.548,13.66,3465.49,13.4,3316.7,17.47,7.162748,,28.18,6.09,8.9,8.54,19.363258,23.8,11288.14,6.59,2.664521,,5.2,4.209,13.077409,9.92
2015-11-04,,108.406,13.02,15.65,3.735,14.08,3628.54,13.87,3459.64,18.31,7.273655,,29.35,6.31,9.35,8.74,19.501240,24.52,11884.9,6.86,2.798193,,5.38,4.297,13.619879999999998,9.92
2015-11-05,,108.392,13.16,16.1,3.804,14.12,3705.97,13.91,3522.82,19.02,7.301383,,30.05,6.94,9.53,8.86,19.455246,24.29,11939.81,7.08,2.789281,,5.49,4.284,13.464887,9.92
2015-11-06,,108.222,13.18,16.22,3.895,14.21,3793.37,14.08,3590.03,19.38,7.310625,,30.12,7.1,9.63,8.89,19.593225,24.41,12273.35,7.14,2.762547,,5.53,4.32,13.368018,9.92
2015-11-07,,108.222,13.18,16.22,3.895,14.21,3793.37,14.08,3590.03,19.38,7.310625,,30.12,7.1,9.63,8.89,19.593225,24.41,12273.35,7.14,2.762547,,5.53,4.32,13.368018,9.92
2015-11-08,,108.222,13.18,16.22,3.895,14.21,3793.37,14.08,3590.03,19.38,7.310625,,30.12,7.1,9.63,8.89,19.593225,24.41,12273.35,7.14,2.762547,,5.53,4.32,13.368018,9.92
2015-11-09,,107.214,13.7,16.8,3.953,14.4,3840.35,14.57,3646.88,19.56,7.329109,,30.3,7.11,10.18,9.13,19.639219,24.42,12453.24,7.19,2.735813,,5.61,4.314,13.445514000000001,9.92
2015-11-10,,107.501,13.7,16.66,3.935,14.27,3833.24,14.29,3640.49,19.52,7.208960,,29.63,7.12,10.16,9.04,19.271273,24.55,12500.53,7.16,2.664521,,5.61,4.309,13.154905,9.92
2015-11-11,,107.917,13.58,16.41,3.93,14.17,3833.65,14.15,3650.25,19.23,7.153506,,29.44,7.06,10.09,8.9,18.995310,24.56,12677.54,7.23,2.664521,,5.68,4.294,13.445514000000001,9.92
2015-11-12,,108.013,13.33,16.21,3.9,14.09,3795.32,14.17,3632.9,19.07,7.171991,,29.73,6.89,9.92,8.88,19.041304,24.63,12635.39,7.08,2.655610,,5.59,4.304,13.503635000000001,9.92
2015-11-13,,108.003,12.99,16.02,3.867,13.9,3746.24,14.14,3580.84,18.59,7.098053,,28.99,6.84,9.92,8.79,18.719351,24.51,12402.04,6.95,2.709078,,5.45,4.222,13.290523,9.92
2015-11-14,,108.003,12.99,16.02,3.867,13.9,3746.24,14.14,3580.84,18.59,7.098053,,28.99,6.84,9.92,8.79,18.719351,24.51,12402.04,6.95,2.709078,,5.45,4.222,13.290523,9.92
2015-11-15,,108.003,12.99,16.02,3.867,13.9,3746.24,14.14,3580.84,18.59,7.098053,,28.99,6.84,9.92,8.79,18.719351,24.51,12402.04,6.95,2.709078,,5.45,4.222,13.290523,9.92
2015-11-16,,108.032,13.15,16.0,3.87,14.0,3764.13,14.29,3606.96,18.7,6.959419,,28.8,6.85,10.17,8.82,18.231817,24.72,12620.38,7.03,2.709078,,5.49,4.238,12.903044,9.92
2015-11-17,,108.15,13.0,16.06,3.85,14.0,3758.39,14.18,3604.79,18.7,7.014872,,29.01,6.78,10.33,8.83,18.535376,24.88,12511.54,7.04,2.700167,,5.52,4.16,12.903044,9.92
2015-11-18,,107.953,12.85,16.14,3.813,14.67,3715.58,14.04,3568.47,18.54,7.033357,,28.35,6.75,10.05,8.83,18.195024,24.61,12283.76,6.97,2.717990,,5.53,4.069,12.88367,9.92
2015-11-19,,108.012,12.93,16.32,3.87,14.5,3774.97,14.57,3617.06,18.75,7.171991,,28.47,6.81,10.16,8.87,18.268614,24.49,12609.84,7.06,2.771458,,5.59,4.087,12.961165,9.92
2015-11-20,,108.023,13.65,16.43,3.895,14.49,3774.38,14.39,3630.5,18.59,7.301383,,28.18,6.77,10.45,8.89,18.489384,24.2,12702.03,7.12,2.887307,,5.65,4.109,13.154905,9.92
2015-11-21,,108.023,13.65,16.43,3.895,14.49,3774.38,14.39,3630.5,18.59,7.301383,,28.18,6.77,10.45,8.89,18.489384,24.2,12702.03,7.12,2.887307,,5.65,4.109,13.154905,9.92
2015-11-22,,108.023,13.65,16.43,3.895,14.49,3774.38,14.39,3630.5,18.59,7.301383,,28.18,6.77,10.45,8.89,18.489384,24.2,12702.03,7.12,2.887307,,5.65,4.109,13.154905,9.92
2015-11-23,,108.022,13.4,16.41,3.863,14.37,3753.33,14.22,3610.31,18.42,7.264413,,28.1,6.74,10.33,8.84,18.489384,24.0,12586.69,7.02,2.851661,,5.56,4.003,12.980539,9.92
2015-11-24,,108.268,13.58,16.13,3.843,14.5,3753.89,14.14,3616.11,18.54,7.245929,,28.5,6.66,10.21,8.8,18.443388,23.9,12694.86,6.96,2.771458,,5.52,4.005,13.077409,9.92
2015-11-25,,108.273,13.48,16.17,3.884,14.56,3781.61,14.2,3647.93,18.55,7.218202,,28.29,6.67,10.31,8.8,18.139830,24.07,12893.23,6.98,2.842750,,5.52,4.081,13.077409,9.92
2015-11-26,,108.495,13.15,16.08,3.879,14.5,3759.43,14.32,3635.55,19.33,7.171991,,28.63,6.62,10.15,8.77,17.275154,24.14,12767.5,6.93,2.780370,,5.46,4.08,12.922417999999999,9.92
2015-11-27,,108.443,12.28,15.49,3.706,14.26,3556.99,13.83,3436.3,18.55,6.894723,,27.11,6.22,9.48,8.46,16.999193,23.8,11961.7,6.42,2.717990,,5.09,3.98,13.077409,9.92
2015-11-28,,108.443,12.28,15.49,3.706,14.26,3556.99,13.83,3436.3,18.55,6.894723,,27.11,6.22,9.48,8.46,16.999193,23.8,11961.7,6.42,2.717990,,5.09,3.98,13.077409,9.92
2015-11-29,,108.443,12.28,15.49,3.706,14.26,3556.99,13.83,3436.3,18.55,6.894723,,27.11,6.22,9.48,8.46,16.999193,23.8,11961.7,6.42,2.717990,,5.09,3.98,13.077409,9.92
2015-11-30,,108.578,12.13,15.65,3.682,15.07,3566.41,14.01,3445.41,18.33,6.866996,,26.83,6.2,9.38,8.63,16.760027,23.54,12037.86,6.42,2.682344,,5.1,3.983,13.13553,9.92
2015-12-01,,108.433,12.22,15.7,3.71,16.58,3591.7,14.65,3456.31,19.09,6.922449,,27.83,6.42,9.54,8.57,17.072783,24.73,12081.17,6.45,2.691256,,5.18,4.03,13.174279,9.92
2015-12-02,,108.6,12.51,16.73,3.825,18.24,3721.96,14.98,3536.91,21.0,7.033357,,29.3,6.83,9.94,8.94,17.201565,25.17,12186.27,6.88,2.842750,,5.7,4.022,13.329270000000001,9.92
2015-12-03,,108.635,12.55,16.59,3.845,19.15,3749.3,14.99,3584.82,20.38,7.005630,,29.1,6.71,9.92,8.93,16.815220,25.25,12447.38,6.81,2.833838,,5.73,4.04,13.329270000000001,9.92
2015-12-04,,108.616,12.24,16.07,3.786,18.98,3677.59,15.1,3524.99,20.83,6.857754,,29.09,6.51,9.71,8.76,16.594452,25.55,12329.18,6.65,2.771458,,5.63,4.041,13.058034,9.92
2015-12-05,,108.616,12.24,16.07,3.786,18.98,3677.59,15.1,3524.99,20.83,6.857754,,29.09,6.51,9.71,8.76,16.594452,25.55,12329.18,6.65,2.771458,,5.63,4.041,13.058034,9.92
2015-12-06,,108.616,12.24,16.07,3.786,18.98,3677.59,15.1,3524.99,20.83,6.857754,,29.09,6.51,9.71,8.76,16.594452,25.55,12329.18,6.65,2.771458,,5.63,4.041,13.058034,9.92
2015-12-07,,108.671,12.11,16.15,3.798,18.02,3687.61,15.01,3536.93,20.81,6.885480,,29.31,6.45,10.15,8.81,16.520861,26.3,12443.05,6.68,2.709078,,5.62,4.0,13.019287,9.92
2015-12-08,,108.725,12.1,16.13,3.723,17.77,3623.02,14.66,3470.07,20.05,6.848512,,28.18,6.33,9.87,8.7,16.465668,25.72,12164.97,6.51,2.682344,,5.35,3.96,12.864295,9.92
2015-12-09,,108.711,11.89,16.2,3.735,19.55,3635.94,15.04,3472.44,20.8,6.811543,,28.51,6.39,9.71,8.71,16.300091,25.92,12179.83,6.49,2.673433,,5.38,3.987,13.058034,9.92
2015-12-10,,108.757,11.79,16.09,3.73,19.54,3623.08,15.18,3455.5,20.93,6.737604,,28.88,6.29,9.58,8.7,16.116119,25.9,12181.03,6.41,2.646698,,5.29,3.95,13.406766000000001,9.92
2015-12-11,,108.759,11.49,15.95,3.71,19.9,3608.06,15.01,3434.58,21.34,6.645182,,29.38,6.22,9.6,8.71,16.097721,25.61,12134.02,6.41,2.557584,,5.28,3.882,12.961165,9.92
2015-12-12,,108.759,11.49,15.95,3.71,19.9,3608.06,15.01,3434.58,21.34,6.645182,,29.38,6.22,9.6,8.71,16.097721,25.61,12134.02,6.41,2.557584,,5.28,3.882,12.961165,9.92
2015-12-13,,108.759,11.49,15.95,3.71,19.9,3608.06,15.01,3434.58,21.34,6.645182,,29.38,6.22,9.6,8.71,16.097721,25.61,12134.02,6.41,2.557584,,5.28,3.882,12.961165,9.92
2015-12-14,,108.63,11.96,16.24,3.82,20.08,3711.32,15.01,3520.67,21.6,6.654424,,30.05,6.46,9.81,8.8,15.968940,26.17,12400.59,6.56,2.646698,,5.42,3.975,12.941791,9.92
2015-12-15,,108.704,11.83,16.08,3.816,21.08,3694.39,15.07,3510.35,21.24,6.626698,,30.05,6.36,9.82,8.69,16.116119,26.78,12495.25,6.52,2.673433,,5.38,3.978,12.922417999999999,9.92
2015-12-16,,108.785,11.74,16.1,3.786,20.19,3685.44,14.93,3516.19,20.8,6.719120,,29.78,6.32,9.72,8.67,16.300091,27.5,12511.03,6.48,2.664521,,5.33,4.067,12.922417999999999,9.92
2015-12-17,,108.821,12.0,16.18,3.861,22.21,3755.89,15.38,3580.0,21.13,6.848512,,30.18,6.52,9.9,8.74,16.557657,27.83,12825.48,6.58,2.673433,,5.45,4.043,13.213026000000001,9.92
2015-12-18,,109.1,11.97,16.39,3.878,24.43,3767.91,15.13,3578.96,20.9,6.950176,,29.72,6.5,9.8,9.07,16.502462,28.02,12830.25,6.56,2.628875,,5.41,4.059,13.077409,9.92
2015-12-19,,109.1,11.97,16.39,3.878,24.43,3767.91,15.13,3578.96,20.9,6.950176,,29.72,6.5,9.8,9.07,16.502462,28.02,12830.25,6.56,2.628875,,5.41,4.059,13.077409,9.92
2015-12-20,,109.1,11.97,16.39,3.878,24.43,3767.91,15.13,3578.96,20.9,6.950176,,29.72,6.5,9.8,9.07,16.502462,28.02,12830.25,6.56,2.628875,,5.41,4.059,13.077409,9.92
2015-12-21,,109.521,12.01,16.86,3.975,24.43,3865.97,15.89,3642.47,22.99,7.125780,,31.87,6.72,10.15,9.97,16.594452,29.28,13028.31,6.67,2.611053,,5.52,4.118,13.445514000000001,9.92
2015-12-22,,109.459,13.21,17.18,3.993,24.43,3876.73,15.85,3651.77,23.22,7.116537,,32.45,6.65,10.09,9.58,16.686438,29.04,13139.12,6.66,2.593230,,5.5,4.216,13.968611,9.92
2015-12-23,,109.501,12.7,17.23,3.998,24.43,3866.38,15.88,3636.09,23.93,7.273655,,32.45,6.68,9.88,9.52,16.944000,29.25,13007.87,6.66,2.637787,,5.55,4.212,14.220472000000001,9.92
2015-12-24,,109.648,12.5,17.27,3.983,24.43,3829.4,15.79,3612.49,23.21,7.245929,,31.7,6.58,9.95,9.39,17.035988,29.1,12932.37,6.56,2.646698,,5.58,4.157,14.104227999999999,9.92
2015-12-25,,109.6,12.44,17.44,3.97,24.43,3838.2,15.71,3627.91,23.0,7.245929,,32.15,6.68,9.95,9.44,17.035988,28.79,12980.57,6.61,2.646698,,5.61,4.292,14.104227999999999,9.92
2015-12-26,,109.6,12.44,17.44,3.97,24.43,3838.2,15.71,3627.91,23.0,7.245929,,32.15,6.68,9.95,9.44,17.035988,28.79,12980.57,6.61,2.646698,,5.61,4.292,14.104227999999999,9.92
2015-12-27,,109.6,12.44,17.44,3.97,24.43,3838.2,15.71,3627.91,23.0,7.245929,,32.15,6.68,9.95,9.44,17.035988,28.79,12980.57,6.61,2.646698,,5.61,4.292,14.104227999999999,9.92
2015-12-28,,110.065,12.11,16.96,3.861,24.43,3727.63,15.14,3533.78,22.35,7.181232,,31.0,6.4,9.71,9.14,16.796822,27.61,12686.34,6.44,2.611053,,5.4,4.111,13.929862,9.92
2015-12-29,,109.998,12.29,17.29,3.891,24.43,3761.87,15.24,3563.74,23.1,7.135021,,33.09,6.46,9.8,9.21,16.944000,27.72,12806.16,6.48,2.602141,,5.4,4.168,13.832993,9.92
2015-12-30,,109.967,12.15,17.24,3.883,24.43,3765.18,15.28,3572.88,22.85,7.061084,,33.43,6.43,9.78,9.43,16.778425,27.83,12889.83,6.67,2.557584,,5.41,4.264,13.736123000000001,9.92
2015-12-31,,109.845,11.9,17.07,3.859,24.43,3731.0,15.19,3539.18,22.35,7.098053,,32.82,6.34,9.66,9.64,16.833616,28.09,12664.89,6.58,2.575407,,5.35,4.283,13.736123000000001,9.92
2016-01-01,,109.845,11.9,17.07,3.859,24.43,3731.0,15.19,3539.18,22.35,7.098053,,32.82,6.34,9.66,9.64,16.833616,28.09,12664.89,6.58,2.575407,,5.35,4.283,13.736123000000001,9.92
2016-01-02,,109.845,11.9,17.07,3.859,24.43,3731.0,15.19,3539.18,22.35,7.098053,,32.82,6.34,9.66,9.64,16.833616,28.09,12664.89,6.58,2.575407,,5.35,4.283,13.736123000000001,9.92
2016-01-03,,109.845,11.9,17.07,3.859,24.43,3731.0,15.19,3539.18,22.35,7.098053,,32.82,6.34,9.66,9.64,16.833616,28.09,12664.89,6.58,2.575407,,5.35,4.283,13.736123000000001,9.92
2016-01-04,,109.546,10.77,16.41,3.63,24.43,3470.41,14.37,3296.66,20.21,6.876239,,30.12,5.98,8.93,9.06,16.097721,26.84,11630.93,6.03,2.477381,,4.96,4.101,12.864295,9.92
2016-01-05,,109.44,10.42,16.66,3.586,24.43,3478.78,14.37,3287.71,20.85,6.848512,,31.33,6.03,8.88,9.12,15.656184,27.16,11468.06,6.03,2.406089,,5.06,4.122,13.154905,9.92
2016-01-06,,109.475,10.66,16.75,3.645,24.43,3539.81,14.73,3361.84,21.02,6.756089,,31.59,6.21,9.2,9.15,15.435414,27.5,11724.88,6.26,2.388267,,5.21,4.128,13.096784,9.92
2016-01-07,,109.591,9.64,16.33,3.449,24.43,3294.38,13.86,3125.0,19.58,6.506548,,29.04,5.79,8.39,8.6,14.736314,26.23,10760.27,5.79,2.308063,,4.84,3.908,12.438069,9.92
2016-01-08,,109.85,9.73,16.44,3.487,24.43,3361.56,14.62,3186.41,20.25,6.608213,,29.81,5.9,8.65,8.7,14.736314,27.24,10888.91,6.0,2.334798,,5.04,4.013,12.786799,9.92
2016-01-09,,109.85,9.73,16.44,3.487,24.43,3361.56,14.62,3186.41,20.25,6.608213,,29.81,5.9,8.65,8.7,14.736314,27.24,10888.91,6.0,2.334798,,5.04,4.013,12.786799,9.92
2016-01-10,,109.85,9.73,16.44,3.487,24.43,3361.56,14.62,3186.41,20.25,6.608213,,29.81,5.9,8.65,8.7,14.736314,27.24,10888.91,6.0,2.334798,,5.04,4.013,12.786799,9.92
2016-01-11,,109.9,8.76,15.8,3.312,24.43,3192.45,14.13,3016.7,19.39,6.377156,,28.4,5.67,8.33,8.46,14.349969,25.51,10212.46,5.83,2.210038,,4.92,3.814,12.399321,9.92
2016-01-12,,110.192,8.86,15.79,3.33,24.43,3215.71,14.26,3022.86,19.55,6.404883,,28.81,5.74,8.4,8.47,14.607533,25.58,10293.7,5.89,2.201126,,4.93,3.823,12.263703,9.92
2016-01-13,,110.324,8.44,15.7,3.27,24.43,3155.88,13.98,2949.6,19.3,6.414126,,28.99,5.59,8.28,8.45,14.644327,25.7,9978.82,5.76,2.201126,,4.85,3.805,11.876225,9.92
2016-01-14,,110.185,8.67,15.68,3.335,24.43,3221.57,14.23,3007.65,19.55,6.414126,,29.6,5.65,8.37,8.49,14.441955,26.2,10344.94,5.81,2.165480,,4.89,3.864,11.992469,9.92
2016-01-15,,110.288,7.9,15.43,3.234,24.43,3118.73,13.94,2900.97,18.8,6.247765,,28.39,5.38,8.11,8.47,14.055610,25.71,9997.92,5.52,2.147658,,4.61,3.764,11.95372,9.92
2016-01-16,,110.288,7.9,15.43,3.234,24.43,3118.73,13.94,2900.97,18.8,6.247765,,28.39,5.38,8.11,8.47,14.055610,25.71,9997.92,5.52,2.147658,,4.61,3.764,11.95372,9.92
