公司代码,公司简称,symbol,name,A股上市日期,A股总股本,A股流通股本,industry,currency,exchange
601233,桐昆股份,601233,桐昆股份,2011-05-18,123193.63,96360, ,CNY,SSE
601238,广汽集团,601238,广汽集团,2012-03-29,645005.31,645005.31, ,CNY,SSE
601258,庞大集团,601258,庞大集团,2011-04-28,667506.34,648011.34, ,CNY,SSE
601288,农业银行,601288,农业银行,2010-07-15,32479411.7,32479411.7, ,CNY,SSE
601311,骆驼股份,601311,骆驼股份,2011-06-02,84839.58,84839.58, ,CNY,SSE
601313,江南嘉捷,601313,江南嘉捷,2012-01-16,39718.24,39718.24, ,CNY,SSE
601318,中国平安,601318,中国平安,2007-03-01,1828024.14,1828024.14, ,CNY,SSE
601328,交通银行,601328,交通银行,2007-05-15,7426272.66,7426272.66, ,CNY,SSE
601333,广深铁路,601333,广深铁路,2006-12-22,708353.7,708353.7, ,CNY,SSE
601336,新华保险,601336,新华保险,2011-12-16,311954.66,311954.66, ,CNY,SSE
601339,百隆东方,601339,百隆东方,2012-06-12,150000,150000, ,CNY,SSE
601368,绿城水务,601368,绿城水务,2015-06-12,73581.09,29420.27, ,CNY,SSE
601369,陕鼓动力,601369,陕鼓动力,2010-04-28,163877.02,163877.02, ,CNY,SSE
601377,兴业证券,601377,兴业证券,2010-10-13,669667.17,669667.17, ,CNY,SSE
601388,怡球资源,601388,怡球资源,2012-04-23,202540,202540, ,CNY,SSE
601390,中国中铁,601390,中国中铁,2007-12-03,2284430.15,2253542.12, ,CNY,SSE
601398,工商银行,601398,工商银行,2006-10-27,35640625.71,35640625.71, ,CNY,SSE
601500,通用股份,601500,通用股份,2016-09-19,72691.91,17491.91, ,CNY,SSE
601515,东风股份,601515,东风股份,2012-02-16,111200,111200, ,CNY,SSE
601518,吉林高速,601518,吉林高速,2010-03-19,121320,121320, ,CNY,SSE
601519,大智慧,601519,大智慧,2011-01-28,198770,198770, ,CNY,SSE
601555,东吴证券,601555,东吴证券,2011-12-12,300000,259100, ,CNY,SSE
601558,华锐风电,601558,华锐风电,2011-01-13,603060,566220, ,CNY,SSE
601566,九牧王,601566,九牧王,2011-05-30,57463.72,57463.72, ,CNY,SSE
601567,三星医疗,601567,三星医疗,2011-06-15,141880.69,101545.9, ,CNY,SSE
601579,会稽山,601579,会稽山,2014-08-25,49736,24800, ,CNY,SSE
601588,北辰实业,601588,北辰实业,2006-10-16,336702,336702, ,CNY,SSE
601595,上海电影,601595,上海电影,2016-08-17,37350,9350, ,CNY,SSE
601599,鹿港文化,601599,鹿港文化,2011-05-27,89418.86,70287.59, ,CNY,SSE
601600,中国铝业,601600,中国铝业,2007-04-30,1490379.82,1490379.82, ,CNY,SSE
601601,中国太保,601601,中国太保,2007-12-25,906200,906200, ,CNY,SSE
601607,上海医药,601607,上海医药,1994-03-24,268891.05,268882.89, ,CNY,SSE
601608,中信重工,601608,中信重工,2012-07-06,433941.93,411000, ,CNY,SSE
601611,中国核建,601611,中国核建,2016-06-06,262500,52500, ,CNY,SSE
601616,广电电气,601616,广电电气,2011-02-01,93557.5,93557.5, ,CNY,SSE
601618,中国中冶,601618,中国中冶,2009-09-21,1911000,1911000, ,CNY,SSE
601628,中国人寿,601628,中国人寿,2007-01-09,2826470.5,2826470.5, ,CNY,SSE
601633,长城汽车,601633,长城汽车,2011-09-28,912726.9,912726.9, ,CNY,SSE
601636,旗滨集团,601636,旗滨集团,2011-08-12,260833.98,247163.98, ,CNY,SSE
601666,平煤股份,601666,平煤股份,2006-11-23,236116.5,236116.5, ,CNY,SSE
601668,中国建筑,601668,中国建筑,2009-07-29,3000000,2994681.56, ,CNY,SSE
601669,中国电建,601669,中国电建,2011-10-18,1375463.35,960000, ,CNY,SSE
601677,明泰铝业,601677,明泰铝业,2011-09-19,48275.6,40770.24, ,CNY,SSE
601678,滨化股份,601678,滨化股份,2010-02-23,118800,118800, ,CNY,SSE
601688,华泰证券,601688,华泰证券,2010-02-26,716276.88,716276.88, ,CNY,SSE
601689,拓普集团,601689,拓普集团,2015-03-19,64910,17070, ,CNY,SSE
601699,潞安环能,601699,潞安环能,2006-09-22,299140.92,299140.92, ,CNY,SSE
601700,风范股份,601700,风范股份,2011-01-18,113324.7,112269.08, ,CNY,SSE
601717,郑煤机,601717,郑煤机,2010-08-03,162112.2,162112.2, ,CNY,SSE
601718,际华集团,601718,际华集团,2010-08-16,385700,385700, ,CNY,SSE
601727,上海电气,601727,上海电气,2008-12-05,1343115.64,1282431.31, ,CNY,SSE
601766,中国中车,601766,中国中车,2008-08-18,2728875.83,2728875.83, ,CNY,SSE
601777,力帆股份,601777,力帆股份,2010-11-25,125635.34,123663.34, ,CNY,SSE
601788,光大证券,601788,光大证券,2009-08-18,458669.88,458669.88, ,CNY,SSE
601789,宁波建工,601789,宁波建工,2011-08-16,97608,97608, ,CNY,SSE
601798,蓝科高新,601798,蓝科高新,2011-06-22,35452.82,35452.82, ,CNY,SSE
601799,星宇股份,601799,星宇股份,2011-02-01,27615.52,23965, ,CNY,SSE
601800,中国交建,601800,中国交建,2012-03-09,1617473.54,1617473.54, ,CNY,SSE
601801,皖新传媒,601801,皖新传媒,2010-01-18,198920.47,182000, ,CNY,SSE
601808,中海油服,601808,中海油服,2007-09-28,477159.2,477159.2, ,CNY,SSE
601811,新华文轩,601811,新华文轩,2016-08-08,123384.1,54064.71, ,CNY,SSE
601818,光大银行,601818,光大银行,2010-08-18,4623655.95,4623655.95, ,CNY,SSE
601857,中国石油,601857,中国石油,2007-11-05,18302097.78,18302097.78, ,CNY,SSE
601866,中海集运,601866,中海集运,2007-12-12,1168312.5,1168312.5, ,CNY,SSE
601872,招商轮船,601872,招商轮船,2006-12-01,529945.81,472092.18, ,CNY,SSE
601877,正泰电器,601877,正泰电器,2010-01-21,131944.6,131944.6, ,CNY,SSE
601880,大连港,601880,大连港,2010-12-06,1289453.6,1289453.6, ,CNY,SSE
601886,江河集团,601886,江河集团,2011-08-18,115405,115405, ,CNY,SSE
601888,中国国旅,601888,中国国旅,2009-10-15,97623.78,97623.78, ,CNY,SSE
601890,亚星锚链,601890,亚星锚链,2010-12-28,95940,95940, ,CNY,SSE
601898,中煤能源,601898,中煤能源,2008-02-01,1325866.34,1325866.34, ,CNY,SSE
601899,紫金矿业,601899,紫金矿业,2008-04-25,2154074.37,2154074.37, ,CNY,SSE
601900,南方传媒,601900,南方传媒,2016-02-15,81910,16910, ,CNY,SSE
601901,方正证券,601901,方正证券,2011-08-10,823210.14,628985.05, ,CNY,SSE
601908,京运通,601908,京运通,2011-09-08,199731.77,171954.05, ,CNY,SSE
601918,*ST新集,601918,*ST新集,2007-12-19,259054.18,259054.18, ,CNY,SSE
601919,中国远洋,601919,中国远洋,2007-06-26,1021627.44,1021627.44, ,CNY,SSE
601928,凤凰传媒,601928,凤凰传媒,2011-11-30,254490,254490, ,CNY,SSE
601929,吉视传媒,601929,吉视传媒,2012-02-23,311080.12,311080.12, ,CNY,SSE
601933,永辉超市,601933,永辉超市,2010-12-15,957046.21,650887.13, ,CNY,SSE
601939,建设银行,601939,建设银行,2007-09-25,25001097.75,25001097.75, ,CNY,SSE
601958,金钼股份,601958,金钼股份,2008-04-17,322660.44,322660.44, ,CNY,SSE
601965,中国汽研,601965,中国汽研,2012-06-11,96117.99,96117.99, ,CNY,SSE
601966,玲珑轮胎,601966,玲珑轮胎,2016-07-06,120000,20000, ,CNY,SSE
601968,宝钢包装,601968,宝钢包装,2015-06-11,83333.33,28333.33, ,CNY,SSE
601969,海南矿业,601969,海南矿业,2014-12-09,186667,85867, ,CNY,SSE
601985,中国核电,601985,中国核电,2015-06-10,1556543,424125, ,CNY,SSE
601988,中国银行,601988,中国银行,2006-07-05,29438779.12,29438779.12, ,CNY,SSE
601989,中国重工,601989,中国重工,2009-12-16,1836166.51,1795785.55, ,CNY,SSE
601991,大唐发电,601991,大唐发电,2006-12-20,1331003.76,1331003.76, ,CNY,SSE
601992,金隅股份,601992,金隅股份,2011-03-01,1067777.11,856238.61, ,CNY,SSE
601996,丰林集团,601996,丰林集团,2011-09-29,46891.2,46891.2, ,CNY,SSE
601997,贵阳银行,601997,贵阳银行,2016-08-16,229859.19,50000, ,CNY,SSE
601998,中信银行,601998,中信银行,2007-04-27,4893479.66,4678732.7, ,CNY,SSE
601999,出版传媒,601999,出版传媒,2007-12-21,55091.47,55091.47, ,CNY,SSE
603000,人民网,603000,人民网,2012-04-27,110569.11,110569.11, ,CNY,SSE
603001,奥康国际,603001,奥康国际,2012-04-26,40098,40098, ,CNY,SSE
603002,宏昌电子,603002,宏昌电子,2012-05-18,61396.17,60000, ,CNY,SSE
603003,龙宇燃油,603003,龙宇燃油,2012-08-17,44111.46,20200, ,CNY,SSE
603005,晶方科技,603005,晶方科技,2014-02-10,22669.7,9963.91, ,CNY,SSE
603006,联明股份,603006,联明股份,2014-06-30,19291.76,6888, ,CNY,SSE
603007,花王股份,603007,花王股份,2016-08-26,13335,3335, ,CNY,SSE
603008,喜临门,603008,喜临门,2012-07-17,38285.78,31500, ,CNY,SSE
603009,北特科技,603009,北特科技,2014-07-18,13137.46,3473.02, ,CNY,SSE
603010,万盛股份,603010,万盛股份,2014-10-10,25439.2,10480.05, ,CNY,SSE
603011,合锻智能,603011,合锻智能,2014-11-07,44619.88,21170, ,CNY,SSE
603012,创力集团,603012,创力集团,2015-03-20,63656,42383.41, ,CNY,SSE
603015,弘讯科技,603015,弘讯科技,2015-03-03,40020,16020, ,CNY,SSE
603016,新宏泰,603016,新宏泰,2016-07-01,14816,3705, ,CNY,SSE
603017,中衡设计,603017,中衡设计,2014-12-31,27537.37,11953.26, ,CNY,SSE
603018,中设集团,603018,中设集团,2014-10-13,20800,12586.59, ,CNY,SSE
603019,中科曙光,603019,中科曙光,2014-11-06,64302.4,35873.09, ,CNY,SSE
603020,爱普股份,603020,爱普股份,2015-03-25,32000,19346, ,CNY,SSE
603021,山东华鹏,603021,山东华鹏,2015-04-23,12305.7,6396, ,CNY,SSE
603022,新通联,603022,新通联,2015-05-18,20000,6500, ,CNY,SSE
603023,威帝股份,603023,威帝股份,2015-05-27,36000,12701.7, ,CNY,SSE
603025,大豪科技,603025,大豪科技,2015-04-22,44700,5100, ,CNY,SSE
603026,石大胜华,603026,石大胜华,2015-05-29,20268,14042.76, ,CNY,SSE
603027,千禾味业,603027,千禾味业,2016-03-07,16000,4000, ,CNY,SSE
603028,赛福天,603028,赛福天,2016-03-31,22080,5520, ,CNY,SSE
603029,天鹅股份,603029,天鹅股份,2016-04-27,9334,2334, ,CNY,SSE
603030,全筑股份,603030,全筑股份,2015-03-20,17736.11,6435.53, ,CNY,SSE
603031,安德利,603031,安德利,2016-08-22,8000,2000, ,CNY,SSE
603066,音飞储存,603066,音飞储存,2015-06-11,10071,4562.5, ,CNY,SSE
603067,振华股份,603067,振华股份,2016-09-13,22000,5500, ,CNY,SSE
603069,海汽集团,603069,海汽集团,2016-07-12,31600,7900, ,CNY,SSE
603077,和邦生物,603077,和邦生物,2012-07-31,401420.46,318512.38, ,CNY,SSE
603085,天成自控,603085,天成自控,2015-06-30,11191.77,2875, ,CNY,SSE
603088,宁波精达,603088,宁波精达,2014-11-11,8000,2500, ,CNY,SSE
603090,宏盛股份,603090,宏盛股份,2016-08-31,10000,2500, ,CNY,SSE
603099,长白山,603099,长白山,2014-08-22,26667,10267, ,CNY,SSE
603100,川仪股份,603100,川仪股份,2014-08-05,39500,23138.14, ,CNY,SSE
603101,汇嘉时代,603101,汇嘉时代,2016-05-06,24000,6000, ,CNY,SSE
603108,润达医疗,603108,润达医疗,2015-05-27,28237.89,12325.54, ,CNY,SSE
603111,康尼机电,603111,康尼机电,2014-08-01,73838.33,37880, ,CNY,SSE
603116,红蜻蜓,603116,红蜻蜓,2015-06-29,40880,18070.57, ,CNY,SSE
603117,万林股份,603117,万林股份,2015-06-29,46232.09,23510.5, ,CNY,SSE
603118,共进股份,603118,共进股份,2015-02-25,35561.91,11898.43, ,CNY,SSE
603123,翠微股份,603123,翠微股份,2012-05-03,52414.42,36839.49, ,CNY,SSE
603126,中材节能,603126,中材节能,2014-07-31,61050,21804, ,CNY,SSE
603128,华贸物流,603128,华贸物流,2012-05-29,99918.48,80834.9, ,CNY,SSE
603131,上海沪工,603131,上海沪工,2016-06-07,10000,2500, ,CNY,SSE
603158,腾龙股份,603158,腾龙股份,2015-03-20,21836.6,10134, ,CNY,SSE
603159,上海亚虹,603159,上海亚虹,2016-08-12,10000,2500, ,CNY,SSE
603160,汇顶科技,603160,汇顶科技,2016-10-17,44500,4500, ,CNY,SSE
603166,福达股份,603166,福达股份,2014-11-27,59201.87,7804.92, ,CNY,SSE
603167,渤海轮渡,603167,渤海轮渡,2012-09-06,48140,48140, ,CNY,SSE
603168,莎普爱思,603168,莎普爱思,2014-07-02,16337.5,10060.6, ,CNY,SSE
603169,兰石重装,603169,兰石重装,2014-10-09,102541.56,38670.4, ,CNY,SSE
603188,亚邦股份,603188,亚邦股份,2014-09-09,57600,37900.8, ,CNY,SSE
603189,网达软件,603189,网达软件,2016-09-14,22080,5520, ,CNY,SSE
603198,迎驾贡酒,603198,迎驾贡酒,2015-05-28,80000,16640, ,CNY,SSE
603199,九华旅游,603199,九华旅游,2015-03-26,11068,7294.43, ,CNY,SSE
603222,济民制药,603222,济民制药,2015-02-17,32000,11294, ,CNY,SSE
603223,恒通股份,603223,恒通股份,2015-06-30,12000,7900, ,CNY,SSE
603227,雪峰科技,603227,雪峰科技,2015-05-15,65870,42154, ,CNY,SSE
603258,电魂网络,603258,电魂网络,2016-10-26,24000,6000, ,CNY,SSE
603268,松发股份,603268,松发股份,2015-03-19,8800,4114, ,CNY,SSE
603288,海天味业,603288,海天味业,2014-02-11,270495.07,27174.67, ,CNY,SSE
603299,井神股份,603299,井神股份,2015-12-31,55944,9000, ,CNY,SSE
603300,华铁科技,603300,华铁科技,2015-05-29,40534,27811.4, ,CNY,SSE
603306,华懋科技,603306,华懋科技,2014-09-26,21390,7218.75, ,CNY,SSE
603308,应流股份,603308,应流股份,2014-01-22,43375.43,23982.12, ,CNY,SSE
603309,维力医疗,603309,维力医疗,2015-03-02,20000,7700, ,CNY,SSE
603311,金海环境,603311,金海环境,2015-05-18,21000,9300.63, ,CNY,SSE
603313,恒康家居,603313,恒康家居,2016-10-13,24000,6000, ,CNY,SSE
603315,福鞍股份,603315,福鞍股份,2015-04-24,20000,7786.25, ,CNY,SSE
603318,派思股份,603318,派思股份,2015-04-24,36570,10620, ,CNY,SSE
603322,超讯通信,603322,超讯通信,2016-07-28,8000,2000, ,CNY,SSE
603328,依顿电子,603328,依顿电子,2014-07-01,49845.32,9798, ,CNY,SSE
603333,明星电缆,603333,明星电缆,2012-05-07,52000.5,52000.5, ,CNY,SSE
603338,浙江鼎力,603338,浙江鼎力,2015-03-25,16250,4622.5, ,CNY,SSE
603339,四方冷链,603339,四方冷链,2016-05-19,20680,5170, ,CNY,SSE
603355,莱克电气,603355,莱克电气,2015-05-13,40100,6669, ,CNY,SSE
603366,日出东方,603366,日出东方,2012-05-21,80000,80000, ,CNY,SSE
603368,柳州医药,603368,柳州医药,2014-12-04,14234.8,5738.39, ,CNY,SSE
603369,今世缘,603369,今世缘,2014-07-03,125450,68075, ,CNY,SSE
603377,东方时尚,603377,东方时尚,2016-02-05,42000,5000, ,CNY,SSE
603393,新天然气,603393,新天然气,2016-09-12,16000,4000, ,CNY,SSE
603398,邦宝益智,603398,邦宝益智,2015-12-09,21120,5280, ,CNY,SSE
603399,新华龙,603399,新华龙,2012-08-24,49925.06,49925.06, ,CNY,SSE
603421,鼎信通讯,603421,鼎信通讯,2016-10-11,43340,4340, ,CNY,SSE
603456,九洲药业,603456,九洲药业,2014-10-10,44314.62,11568, ,CNY,SSE
603508,思维列控,603508,思维列控,2015-12-24,16000,4000, ,CNY,SSE
603515,欧普照明,603515,欧普照明,2016-08-19,57947.91,5800, ,CNY,SSE
603518,维格娜丝,603518,维格娜丝,2014-12-03,14798,5562.76, ,CNY,SSE
603519,立霸股份,603519,立霸股份,2015-03-19,16000,7687.96, ,CNY,SSE
603520,司太立,603520,司太立,2016-03-09,12000,3000, ,CNY,SSE
603528,多伦科技,603528,多伦科技,2016-05-03,20668,5168, ,CNY,SSE
603555,贵人鸟,603555,贵人鸟,2014-01-24,61400,11388.5, ,CNY,SSE
603558,健盛集团,603558,健盛集团,2015-01-27,37050,11550, ,CNY,SSE
603566,普莱柯,603566,普莱柯,2015-05-18,32000,16211.82, ,CNY,SSE
603567,珍宝岛,603567,珍宝岛,2015-04-24,84916,12916, ,CNY,SSE
603568,伟明环保,603568,伟明环保,2015-05-28,68070,13063.8, ,CNY,SSE
603569,长久物流,603569,长久物流,2016-08-10,40001,4001, ,CNY,SSE
603588,高能环境,603588,高能环境,2014-12-29,33092.3,24275.63, ,CNY,SSE
603589,口子窖,603589,口子窖,2015-06-29,60000,29352.44, ,CNY,SSE
603598,引力传媒,603598,引力传媒,2015-05-27,26668,9736, ,CNY,SSE
603599,广信股份,603599,广信股份,2015-05-13,37648,13648, ,CNY,SSE
603600,永艺股份,603600,永艺股份,2015-01-23,10000,4187.5, ,CNY,SSE
