買賣單位,symbol,name,currency,exchange,industry,買賣單位
"2,000",01053,重慶鋼鐵股份,HKD,HKEX, ,"2,000"
"2,000",01055,中國南方航空股份,HKD,HKEX, ,"2,000"
"2,000",01057,浙江世寶,HKD,HKEX, ,"2,000"
"2,000",01058,粵海制革,HKD,HKEX, ,"2,000"
"3,000",01059,看通集團,HKD,HKEX, ,"3,000"
"10,000",01060,阿里影業,HKD,HKEX, ,"10,000"
"1,000",01061,億勝生物科技,HKD,HKEX, ,"1,000"
"10,000",01063,新確科技,HKD,HKEX, ,"10,000"
"5,000",01064,中華國際,HKD,HKEX, ,"5,000"
"2,000",01065,天津創業環保股份,HKD,HKEX, ,"2,000"
"4,000",01066,威高股份,HKD,HKEX, ,"4,000"
"1,000",01068,雨潤食品,HKD,HKEX, ,"1,000"
"20,000",01069,中國農林低碳,HKD,HKEX, ,"20,000"
"1,000",01070,ＴＣＬ多媒體,HKD,HKEX, ,"1,000"
"2,000",01071,華電國際電力股份,HKD,HKEX, ,"2,000"
200,01072,東方電氣,HKD,HKEX, ,200
"2,000",01073,浩倫農科,HKD,HKEX, ,"2,000"
"6,000",01075,首都信息,HKD,HKEX, ,"6,000"
"20,000",01076,博華太平洋,HKD,HKEX, ,"20,000"
"2,000",01079,松景科技,HKD,HKEX, ,"2,000"
"1,500",01080,勝利管道,HKD,HKEX, ,"1,500"
"8,000",01082,香港教育國際,HKD,HKEX, ,"8,000"
"1,000",01083,港華燃氣,HKD,HKEX, ,"1,000"
"2,000",01085,亨鑫科技,HKD,HKEX, ,"2,000"
"1,000",01086,好孩子國際,HKD,HKEX, ,"1,000"
"1,000",01087,威訊控股,HKD,HKEX, ,"1,000"
500,01088,中國神華,HKD,HKEX, ,500
"5,000",01089,樂遊科技控股,HKD,HKEX, ,"5,000"
"2,000",01090,大明國際,HKD,HKEX, ,"2,000"
"1,000",01091,中信大錳,HKD,HKEX, ,"1,000"
"2,000",01093,石藥集團,HKD,HKEX, ,"2,000"
"4,000",01094,中國公共採購,HKD,HKEX, ,"4,000"
"2,000",01096,中能國際控股,HKD,HKEX, ,"2,000"
"1,000",01097,有線寬頻,HKD,HKEX, ,"1,000"
"1,000",01098,ROAD KING INFRA,HKD,HKEX, ,"1,000"
400,01099,國藥控股,HKD,HKEX, ,400
"2,000",01100,飛達控股,HKD,HKEX, ,"2,000"
"2,000",01101,華榮能源,HKD,HKEX, ,"2,000"
"2,000",01102,環能國際,HKD,HKEX, ,"2,000"
"8,000",01103,大生農業金融,HKD,HKEX, ,"8,000"
"20,000",01104,亞太資源,HKD,HKEX, ,"20,000"
"2,000",01105,星島,HKD,HKEX, ,"2,000"
"20,000",01106,中國海景,HKD,HKEX, ,"20,000"
"2,000",01107,當代置業,HKD,HKEX, ,"2,000"
"2,000",01108,洛陽玻璃股份,HKD,HKEX, ,"2,000"
"2,000",01109,華潤置地,HKD,HKEX, ,"2,000"
"4,000",01110,金活醫藥集團,HKD,HKEX, ,"4,000"
"1,000",01111,創興銀行,HKD,HKEX, ,"1,000"
500,01112,合生元,HKD,HKEX, ,500
500,01113,長實地產,HKD,HKEX, ,500
"2,000",01114,BRILLIANCE CHI,HKD,HKEX, ,"2,000"
"1,000",01115,西藏水資源,HKD,HKEX, ,"1,000"
"4,000",01116,MAYER HOLDINGS,HKD,HKEX, ,"4,000"
"1,000",01117,現代牧業,HKD,HKEX, ,"1,000"
"10,000",01118,高力集團,HKD,HKEX, ,"10,000"
"2,000",01120,雅視光學,HKD,HKEX, ,"2,000"
"2,000",01121,寶峰時尚,HKD,HKEX, ,"2,000"
"2,000",01122,慶鈴汽車股份,HKD,HKEX, ,"2,000"
"2,000",01123,中港照相,HKD,HKEX, ,"2,000"
"2,000",01124,沿海家園,HKD,HKEX, ,"2,000"
"20,000",01125,麗豐控股,HKD,HKEX, ,"20,000"
"2,000",01126,德林國際,HKD,HKEX, ,"2,000"
"4,000",01127,匯星印刷,HKD,HKEX, ,"4,000"
400,01128,永利澳門,HKD,HKEX, ,400
"4,000",01129,中國水業集團,HKD,HKEX, ,"4,000"
"4,000",01130,中國環境資源,HKD,HKEX, ,"4,000"
"5,000",01131,鴻寶資源,HKD,HKEX, ,"5,000"
"5,000",01132,橙天嘉禾,HKD,HKEX, ,"5,000"
"2,000",01133,哈爾濱電氣,HKD,HKEX, ,"2,000"
500,01135,ASIA SATELLITE,HKD,HKEX, ,500
"2,000",01136,台泥國際集團,HKD,HKEX, ,"2,000"
"1,000",01137,香港電視,HKD,HKEX, ,"1,000"
"2,000",01138,中遠海能,HKD,HKEX, ,"2,000"
"16,000",01139,華多利集團,HKD,HKEX, ,"16,000"
"10,000",01141,天順證券,HKD,HKEX, ,"10,000"
"10,000",01142,西伯利亞礦業,HKD,HKEX, ,"10,000"
"4,000",01143,華夏健康產業,HKD,HKEX, ,"4,000"
"1,000",01145,勇利航業,HKD,HKEX, ,"1,000"
"2,000",01146,中國服飾控股,HKD,HKEX, ,"2,000"
"1,000",01148,新晨動力,HKD,HKEX, ,"1,000"
"4,000",01149,中國安芯,HKD,HKEX, ,"4,000"
"2,000",01150,米蘭站,HKD,HKEX, ,"2,000"
500,01151,依利安達,HKD,HKEX, ,500
"2,000",01152,新融宇集團,HKD,HKEX, ,"2,000"
"1,000",01155,星辰通信,HKD,HKEX, ,"1,000"
200,01157,中聯重科,HKD,HKEX, ,200
500,01159,集美國際娛樂,HKD,HKEX, ,500
"2,000",01161,奧思集團,HKD,HKEX, ,"2,000"
"10,000",01163,德金資源,HKD,HKEX, ,"10,000"
"5,000",01164,中廣核礦業,HKD,HKEX, ,"5,000"
"2,000",01165,順風清潔能源,HKD,HKEX, ,"2,000"
"20,000",01166,星凱控股,HKD,HKEX, ,"20,000"
"2,000",01168,百仕達控股,HKD,HKEX, ,"2,000"
"1,000",01169,海爾電器,HKD,HKEX, ,"1,000"
"2,000",01170,信星集團,HKD,HKEX, ,"2,000"
"2,000",01171,兗州煤業股份,HKD,HKEX, ,"2,000"
"20,000",01172,勤達集團國際,HKD,HKEX, ,"20,000"
"20,000",01173,威高國際,HKD,HKEX, ,"20,000"
"2,000",01174,太平洋恩利,HKD,HKEX, ,"2,000"
"10,000",01175,鮮馳達控股,HKD,HKEX, ,"10,000"
"2,000",01176,珠光控股,HKD,HKEX, ,"2,000"
"1,000",01177,中國生物製藥,HKD,HKEX, ,"1,000"
"10,000",01178,共享經濟集團,HKD,HKEX, ,"10,000"
"4,000",01180,匯彩控股,HKD,HKEX, ,"4,000"
"2,000",01181,唐宮中國,HKD,HKEX, ,"2,000"
"10,000",01182,勝龍國際,HKD,HKEX, ,"10,000"
"2,000",01184,S.A.S. DRAGON,HKD,HKEX, ,"2,000"
"2,000",01185,中國航天萬源,HKD,HKEX, ,"2,000"
500,01186,中國鐵建,HKD,HKEX, ,500
"2,000",01187,漢唐國際控股,HKD,HKEX, ,"2,000"
"2,000",01188,正道集團,HKD,HKEX, ,"2,000"
"10,000",01189,珀麗酒店,HKD,HKEX, ,"10,000"
"2,000",01190,航標控股,HKD,HKEX, ,"2,000"
"20,000",01191,粵首環保,HKD,HKEX, ,"20,000"
"20,000",01192,泰山石化,HKD,HKEX, ,"20,000"
"2,000",01193,華潤燃氣,HKD,HKEX, ,"2,000"
"2,000",01194,麥盛資本,HKD,HKEX, ,"2,000"
"4,000",01195,京維集團,HKD,HKEX, ,"4,000"
"2,000",01196,偉祿集團,HKD,HKEX, ,"2,000"
"2,000",01197,中國恒石,HKD,HKEX, ,"2,000"
"2,000",01198,皇朝傢俬,HKD,HKEX, ,"2,000"
"2,000",01199,中遠海運港口,HKD,HKEX, ,"2,000"
"2,000",01200,美聯集團,HKD,HKEX, ,"2,000"
"3,000",01201,天臣控股,HKD,HKEX, ,"3,000"
"2,000",01202,成都普天電纜股份,HKD,HKEX, ,"2,000"
"2,000",01203,廣南（集團）,HKD,HKEX, ,"2,000"
"2,000",01205,中信資源,HKD,HKEX, ,"2,000"
"2,000",01206,同方泰德,HKD,HKEX, ,"2,000"
"2,000",01207,上置集團,HKD,HKEX, ,"2,000"
"4,000",01208,五礦資源,HKD,HKEX, ,"4,000"
"2,000",01210,克莉絲汀,HKD,HKEX, ,"2,000"
500,01211,比亞迪股份,HKD,HKEX, ,500
500,01212,利福國際,HKD,HKEX, ,500
"2,000",01213,萬保剛集團,HKD,HKEX, ,"2,000"
"20,000",01215,開源控股,HKD,HKEX, ,"20,000"
"1,000",01218,永義國際,HKD,HKEX, ,"1,000"
"1,000",01219,天喔國際,HKD,HKEX, ,"1,000"
"30,000",01220,志道國際,HKD,HKEX, ,"30,000"
"2,000",01221,SINO HOTELS,HKD,HKEX, ,"2,000"
"20,000",01222,WANG ON GROUP,HKD,HKEX, ,"20,000"
"10,000",01223,新灃集團,HKD,HKEX, ,"10,000"
"1,000",01224,中渝置地,HKD,HKEX, ,"1,000"
"20,000",01225,隆成金融,HKD,HKEX, ,"20,000"
"5,000",01228,奇峰國際,HKD,HKEX, ,"5,000"
"2,000",01229,南南資源,HKD,HKEX, ,"2,000"
"1,000",01230,雅士利國際,HKD,HKEX, ,"1,000"
"2,000",01231,新礦資源,HKD,HKEX, ,"2,000"
"2,000",01232,金輪天地控股,HKD,HKEX, ,"2,000"
"1,000",01233,時代地產,HKD,HKEX, ,"1,000"
"1,000",01234,中國利郎,HKD,HKEX, ,"1,000"
"5,000",01235,專業旅運,HKD,HKEX, ,"5,000"
"2,000",01236,國農控股,HKD,HKEX, ,"2,000"
"10,000",01237,中科生物,HKD,HKEX, ,"10,000"
"1,000",01238,寶龍地產,HKD,HKEX, ,"1,000"
"20,000",01239,金寶寶控股,HKD,HKEX, ,"20,000"
"2,500",01240,青建國際,HKD,HKEX, ,"2,500"
"2,000",01241,雙樺控股,HKD,HKEX, ,"2,000"
"4,000",01243,宏安地產,HKD,HKEX, ,"4,000"
"2,000",01245,NIRAKU,HKD,HKEX, ,"2,000"
"20,000",01246,毅信控股,HKD,HKEX, ,"20,000"
"2,000",01247,米格國際控股,HKD,HKEX, ,"2,000"
"1,000",01249,通力電子,HKD,HKEX, ,"1,000"
"20,000",01250,北控清潔能源集團,HKD,HKEX, ,"20,000"
"2,000",01251,華油能源,HKD,HKEX, ,"2,000"
"1,000",01252,中國天瑞水泥,HKD,HKEX, ,"1,000"
"4,000",01253,中國綠地博大綠澤,HKD,HKEX, ,"4,000"
"2,000",01255,港大零售,HKD,HKEX, ,"2,000"
"1,000",01258,中國有色礦業,HKD,HKEX, ,"1,000"
"1,000",01259,中國兒童護理,HKD,HKEX, ,"1,000"
"2,000",01260,皓天財經集團,HKD,HKEX, ,"2,000"
"1,000",01262,蠟筆小新食品,HKD,HKEX, ,"1,000"
"2,000",01263,栢能集團,HKD,HKEX, ,"2,000"
"10,000",01265,天津津燃公用,HKD,HKEX, ,"10,000"
"1,000",01266,西王特鋼,HKD,HKEX, ,"1,000"
"2,000",01268,美東汽車,HKD,HKEX, ,"2,000"
"2,000",01269,首控集團,HKD,HKEX, ,"2,000"
500,01270,朗廷—ＳＳ,HKD,HKEX, ,500
"1,000",01271,佳明集團控股,HKD,HKEX, ,"1,000"
"1,000",01272,大唐環境,HKD,HKEX, ,"1,000"
"4,000",01273,香港信貸,HKD,HKEX, ,"4,000"
"2,000",01277,力量能源,HKD,HKEX, ,"2,000"
"2,500",01278,中國新城鎮,HKD,HKEX, ,"2,500"
"2,000",01280,匯銀智慧社區,HKD,HKEX, ,"2,000"
"1,000",01281,隆基泰和智慧能源,HKD,HKEX, ,"1,000"
"4,000",01282,中國金洋,HKD,HKEX, ,"4,000"
"1,000",01285,嘉士利集團,HKD,HKEX, ,"1,000"
"1,000",01288,農業銀行,HKD,HKEX, ,"1,000"
500,01289,盛力達科技,HKD,HKEX, ,500
"2,000",01290,中國匯融,HKD,HKEX, ,"2,000"
"1,000",01292,長安民生物流,HKD,HKEX, ,"1,000"
500,01293,寶信汽車,HKD,HKEX, ,500
"1,000",01296,國電科環,HKD,HKEX, ,"1,000"
"1,000",01297,中國擎天軟件,HKD,HKEX, ,"1,000"
"1,000",01298,天美（控股）,HKD,HKEX, ,"1,000"
200,01299,友邦保險,HKD,HKEX, ,200
"2,000",01300,俊知集團,HKD,HKEX, ,"2,000"
"2,000",01301,德基科技控股,HKD,HKEX, ,"2,000"
"2,000",01302,先健科技,HKD,HKEX, ,"2,000"
"2,000",01303,滙力資源,HKD,HKEX, ,"2,000"
"1,000",01305,偉志控股,HKD,HKEX, ,"1,000"
"1,000",01308,海豐國際,HKD,HKEX, ,"1,000"
500,01310,香港寬頻,HKD,HKEX, ,500
"6,000",01312,同方康泰,HKD,HKEX, ,"6,000"
"2,000",01313,華潤水泥控股,HKD,HKEX, ,"2,000"
"2,000",01314,翠華控股,HKD,HKEX, ,"2,000"
"2,000",01315,允升國際,HKD,HKEX, ,"2,000"
"1,000",01316,耐世特,HKD,HKEX, ,"1,000"
"2,000",01317,楓葉教育,HKD,HKEX, ,"2,000"
"2,000",01318,格菱控股,HKD,HKEX, ,"2,000"
"8,000",01319,靄華押業信貸,HKD,HKEX, ,"8,000"
"2,000",01321,中國新城市,HKD,HKEX, ,"2,000"
500,01322,創達科技控股,HKD,HKEX, ,500
"2,000",01323,NEWTREE GROUP,HKD,HKEX, ,"2,000"
"8,000",01326,天馬影視,HKD,HKEX, ,"8,000"
"2,000",01327,時間由你,HKD,HKEX, ,"2,000"
"10,000",01328,精英國際,HKD,HKEX, ,"10,000"
"2,000",01329,首創鉅大,HKD,HKEX, ,"2,000"
"1,000",01330,綠色動力環保,HKD,HKEX, ,"1,000"
"10,000",01332,中國透雲,HKD,HKEX, ,"10,000"
400,01333,中國忠旺,HKD,HKEX, ,400
"2,000",01335,順泰控股,HKD,HKEX, ,"2,000"
100,01336,新華保險,HKD,HKEX, ,100
"2,000",01338,霸王集團,HKD,HKEX, ,"2,000"
"1,000",01339,中國人民保險集團,HKD,HKEX, ,"1,000"
"4,000",01340,惠生國際,HKD,HKEX, ,"4,000"
"8,000",01341,焯陞企業,HKD,HKEX, ,"8,000"
"1,000",01345,中國先鋒醫藥,HKD,HKEX, ,"1,000"
"1,000",01347,華虹半導體,HKD,HKEX, ,"1,000"
"2,000",01348,滉達富控股,HKD,HKEX, ,"2,000"
"1,000",01349,復旦張江,HKD,HKEX, ,"1,000"
"1,000",01353,諾奇,HKD,HKEX, ,"1,000"
"2,000",01355,朸濬國際,HKD,HKEX, ,"2,000"
500,01357,美圖公司,HKD,HKEX, ,500
"1,000",01358,普華和順,HKD,HKEX, ,"1,000"
"1,000",01359,中國信達,HKD,HKEX, ,"1,000"
"5,000",01360,MEGAEXPO HLDG,HKD,HKEX, ,"5,000"
"1,000",01361,３６１度,HKD,HKEX, ,"1,000"
"4,000",01362,新龍移動,HKD,HKEX, ,"4,000"
"2,000",01363,中滔環保,HKD,HKEX, ,"2,000"
"1,000",01365,潤東汽車,HKD,HKEX, ,"1,000"
"2,000",01366,江南集團,HKD,HKEX, ,"2,000"
"4,000",01367,恒寶企業控股,HKD,HKEX, ,"4,000"
500,01368,特步國際,HKD,HKEX, ,500
"2,000",01369,五洲國際,HKD,HKEX, ,"2,000"
"1,000",01370,恒實礦業,HKD,HKEX, ,"1,000"
"20,000",01371,華彩控股,HKD,HKEX, ,"20,000"
"2,000",01372,比速科技,HKD,HKEX, ,"2,000"
"1,000",01373,國際家居零售,HKD,HKEX, ,"1,000"
"1,000",01375,中州證券,HKD,HKEX, ,"1,000"
500,01378,中國宏橋,HKD,HKEX, ,500
"10,000",01380,中國金石,HKD,HKEX, ,"10,000"
"1,000",01381,粵豐環保,HKD,HKEX, ,"1,000"
"1,000",01382,互太紡織,HKD,HKEX, ,"1,000"
"10,000",01383,太陽世紀集團,HKD,HKEX, ,"10,000"
"2,000",01385,上海復旦,HKD,HKEX, ,"2,000"
"1,000",01386,國投集團控股,HKD,HKEX, ,"1,000"
"2,000",01387,人和商業,HKD,HKEX, ,"2,000"
"1,000",01388,安莉芳控股,HKD,HKEX, ,"1,000"
"4,000",01389,美捷控股,HKD,HKEX, ,"4,000"
"1,000",01393,恒鼎實業,HKD,HKEX, ,"1,000"
"5,000",01395,強泰環保,HKD,HKEX, ,"5,000"
"2,000",01396,毅德國際,HKD,HKEX, ,"2,000"
"4,000",01397,碧瑤綠色集團,HKD,HKEX, ,"4,000"
"1,000",01398,工商銀行,HKD,HKEX, ,"1,000"
"2,000",01399,飛毛腿,HKD,HKEX, ,"2,000"
"5,000",01400,宏太控股,HKD,HKEX, ,"5,000"
"1,000",01415,高偉電子,HKD,HKEX, ,"1,000"
"2,000",01418,盛諾集團,HKD,HKEX, ,"2,000"
"2,000",01419,盈健醫療,HKD,HKEX, ,"2,000"
"4,000",01420,川控股,HKD,HKEX, ,"4,000"
"5,000",01421,工蓋有限公司,HKD,HKEX, ,"5,000"
"2,000",01428,耀才證券金融,HKD,HKEX, ,"2,000"
"2,000",01430,蘇創燃氣,HKD,HKEX, ,"2,000"
"1,000",01431,原生態牧業,HKD,HKEX, ,"1,000"
"1,000",01432,中國聖牧,HKD,HKEX, ,"1,000"
"5,000",01439,中華包裝控股,HKD,HKEX, ,"5,000"
"2,000",01443,富臨集團控股,HKD,HKEX, ,"2,000"
"2,000",01446,鴻福堂,HKD,HKEX, ,"2,000"
"2,000",01447,新福港,HKD,HKEX, ,"2,000"
"1,000",01448,福壽園,HKD,HKEX, ,"1,000"
"2,000",01450,世紀睿科,HKD,HKEX, ,"2,000"
"1,000",01452,迪諾斯環保,HKD,HKEX, ,"1,000"
500,01456,國聯證券,HKD,HKEX, ,500
500,01458,周黑鴨,HKD,HKEX, ,500
"2,000",01459,巨匠建設,HKD,HKEX, ,"2,000"
"4,000",01460,揚科集團,HKD,HKEX, ,"4,000"
"1,000",01461,魯証期貨,HKD,HKEX, ,"1,000"
"2,000",01462,金誠控股,HKD,HKEX, ,"2,000"
"2,000",01466,民生珠寶,HKD,HKEX, ,"2,000"
"10,000",01468,英裘控股,HKD,HKEX, ,"10,000"
"4,000",01469,結好金融,HKD,HKEX, ,"4,000"
"4,000",01470,滴達國際,HKD,HKEX, ,"4,000"
"1,000",01476,恒投證券,HKD,HKEX, ,"1,000"
"1,000",01478,丘鈦科技,HKD,HKEX, ,"1,000"
"2,000",01480,恩達集團控股,HKD,HKEX, ,"2,000"
"2,000",01483,譽宴集團,HKD,HKEX, ,"2,000"
"2,000",01486,思城控股,HKD,HKEX, ,"2,000"
"2,000",01488,百福控股,HKD,HKEX, ,"2,000"
"2,000",01492,中地乳業,HKD,HKEX, ,"2,000"
"2,000",01495,集一家居,HKD,HKEX, ,"2,000"
"4,000",01496,亞積邦租賃,HKD,HKEX, ,"4,000"
500,01498,培力控股,HKD,HKEX, ,500
"10,000",01499,前進控股集團,HKD,HKEX, ,"10,000"
"5,000",01500,現恆建築,HKD,HKEX, ,"5,000"
"1,000",01508,中國再保險,HKD,HKEX, ,"1,000"
"1,000",01509,和美醫療,HKD,HKEX, ,"1,000"
100,01513,麗珠醫藥,HKD,HKEX, ,100
500,01515,華潤鳳凰醫療,HKD,HKEX, ,500
500,01518,新世紀醫療,HKD,HKEX, ,500
"6,000",01520,時尚環球,HKD,HKEX, ,"6,000"
"4,000",01522,中國城市軌道科技,HKD,HKEX, ,"4,000"
"8,000",01523,珩灣科技,HKD,HKEX, ,"8,000"
"1,000",01526,瑞慈醫療,HKD,HKEX, ,"1,000"
200,01527,天潔環境,HKD,HKEX, ,200
200,01528,紅星美凱龍,HKD,HKEX, ,200
500,01530,三生製藥,HKD,HKEX, ,500
"3,000",01532,中國派對文化,HKD,HKEX, ,"3,000"
500,01533,莊園牧場,HKD,HKEX, ,500
"2,000",01536,煜榮集團,HKD,HKEX, ,"2,000"
"2,000",01538,中奧到家,HKD,HKEX, ,"2,000"
"2,000",01539,滙能集團,HKD,HKEX, ,"2,000"
"2,000",01543,中盈盛達融資擔保,HKD,HKEX, ,"2,000"
"8,000",01547,IBI GROUP HLDGS,HKD,HKEX, ,"8,000"
"2,000",01548,金斯瑞生物科技,HKD,HKEX, ,"2,000"
"8,000",01549,永豐集團控股,HKD,HKEX, ,"8,000"
"2,000",01555,ＭＩ能源,HKD,HKEX, ,"2,000"
"5,000",01556,建業建榮,HKD,HKEX, ,"5,000"
"4,000",01557,劍虹集團控股,HKD,HKEX, ,"4,000"
200,01558,東陽光藥,HKD,HKEX, ,200
"10,000",01559,均安控股,HKD,HKEX, ,"10,000"
"2,000",01560,星星地產,HKD,HKEX, ,"2,000"
"4,000",01561,萬輝化工,HKD,HKEX, ,"4,000"
"1,000",01565,成實外教育,HKD,HKEX, ,"1,000"
"1,000",01566,華夏動漫,HKD,HKEX, ,"1,000"
"2,000",01568,承達集團,HKD,HKEX, ,"2,000"
"1,000",01570,偉業控股,HKD,HKEX, ,"1,000"
"4,000",01572,中國藝術金融,HKD,HKEX, ,"4,000"
"2,000",01573,中國優質能源,HKD,HKEX, ,"2,000"
"2,000",01575,慕容控股,HKD,HKEX, ,"2,000"
"2,000",01577,匯鑫小貸,HKD,HKEX, ,"2,000"
500,01578,天津銀行,HKD,HKEX, ,500
"1,000",01579,頤海國際,HKD,HKEX, ,"1,000"
"5,000",01580,大森控股,HKD,HKEX, ,"5,000"
"5,000",01581,進昇集團控股,HKD,HKEX, ,"5,000"
"1,000",01583,親親食品,HKD,HKEX, ,"1,000"
"2,000",01585,雅迪控股,HKD,HKEX, ,"2,000"
"4,000",01586,中國力鴻,HKD,HKEX, ,"4,000"
200,01588,暢捷通,HKD,HKEX, ,200
"1,000",01589,中國物流資產,HKD,HKEX, ,"1,000"
"20,000",01591,汛和集團,HKD,HKEX, ,"20,000"
"1,000",01596,翼辰實業,HKD,HKEX, ,"1,000"
"1,000",01599,城建設計,HKD,HKEX, ,"1,000"
"1,500",01600,天倫燃氣,HKD,HKEX, ,"1,500"
"2,000",01606,國銀租賃,HKD,HKEX, ,"2,000"
"1,000",01608,偉能集團,HKD,HKEX, ,"1,000"
"10,000",01609,創建集團控股,HKD,HKEX, ,"10,000"
"1,000",01610,中糧肉食,HKD,HKEX, ,"1,000"
"2,000",01611,桐成控股,HKD,HKEX, ,"2,000"
"2,000",01612,永勝醫療,HKD,HKEX, ,"2,000"
"8,000",01613,協同通信,HKD,HKEX, ,"8,000"
"2,000",01616,銀仕來控股,HKD,HKEX, ,"2,000"
"4,000",01617,南方通信,HKD,HKEX, ,"4,000"
"1,000",01618,中國中冶,HKD,HKEX, ,"1,000"
"2,000",01619,天合化工,HKD,HKEX, ,"2,000"
"2,000",01622,力高地產,HKD,HKEX, ,"2,000"
"1,000",01623,海隆控股,HKD,HKEX, ,"1,000"
"2,000",01626,嘉耀控股,HKD,HKEX, ,"2,000"
"4,000",01627,安保工程控股,HKD,HKEX, ,"4,000"
"1,000",01628,禹洲地產,HKD,HKEX, ,"1,000"
"4,000",01629,盟科控股,HKD,HKEX, ,"4,000"
"2,000",01632,膳源控股,HKD,HKEX, ,"2,000"
"3,000",01633,上諭集團,HKD,HKEX, ,"3,000"
"1,000",01635,大眾公用,HKD,HKEX, ,"1,000"
"4,000",01636,中國金屬利用,HKD,HKEX, ,"4,000"
"2,000",01637,順興集團控股,HKD,HKEX, ,"2,000"
"1,000",01638,佳兆業集團,HKD,HKEX, ,"1,000"
"10,000",01639,安捷利實業,HKD,HKEX, ,"10,000"
"2,000",01656,億仕登控股,HKD,HKEX, ,"2,000"
"1,000",01658,郵儲銀行,HKD,HKEX, ,"1,000"
"8,000",01660,善樂國際,HKD,HKEX, ,"8,000"
"1,000",01661,智美體育,HKD,HKEX, ,"1,000"
"4,000",01662,義合控股,HKD,HKEX, ,"4,000"
"2,000",01663,漢港控股,HKD,HKEX, ,"2,000"
"1,000",01666,同仁堂科技,HKD,HKEX, ,"1,000"
"2,000",01668,華南城,HKD,HKEX, ,"2,000"
"2,000",01669,環球信貸集團,HKD,HKEX, ,"2,000"
"2,000",01673,華章科技,HKD,HKEX, ,"2,000"
"2,000",01678,中創環球,HKD,HKEX, ,"2,000"
"1,000",01680,澳門勵駿,HKD,HKEX, ,"1,000"
"1,000",01681,康臣葯業,HKD,HKEX, ,"1,000"
"4,000",01682,高銳中國物聯,HKD,HKEX, ,"4,000"
"4,000",01683,良斯集團,HKD,HKEX, ,"4,000"
"1,000",01685,博耳電力,HKD,HKEX, ,"1,000"
"2,000",01689,華禧控股,HKD,HKEX, ,"2,000"
"1,000",01698,博士蛙國際,HKD,HKEX, ,"1,000"
"4,000",01699,普甜食品,HKD,HKEX, ,"4,000"
"1,000",01700,華地國際控股,HKD,HKEX, ,"1,000"
"1,000",01708,三寶科技,HKD,HKEX, ,"1,000"
"1,000",01717,澳優,HKD,HKEX, ,"1,000"
"5,000",01718,宏基集團控股,HKD,HKEX, ,"5,000"
500,01728,正通汽車,HKD,HKEX, ,500
"12,000",01733,易大宗,HKD,HKEX, ,"12,000"
"2,500",01738,飛尚無煙煤,HKD,HKEX, ,"2,500"
"1,000",01766,中國中車,HKD,HKEX, ,"1,000"
"1,000",01771,新豐泰集團,HKD,HKEX, ,"1,000"
200,01776,廣發証券,HKD,HKEX, ,200
"1,500",01777,花樣年控股,HKD,HKEX, ,"1,500"
"1,000",01778,彩生活,HKD,HKEX, ,"1,000"
500,01786,鐵建裝備,HKD,HKEX, ,500
"1,000",01788,國泰君安國際,HKD,HKEX, ,"1,000"
"1,000",01798,大唐新能源,HKD,HKEX, ,"1,000"
400,01799,新特能源,HKD,HKEX, ,400
"1,000",01800,中國交通建設,HKD,HKEX, ,"1,000"
"2,500",01803,北京體育文化,HKD,HKEX, ,"2,500"
"2,000",01808,企展控股,HKD,HKEX, ,"2,000"
"2,000",01811,中廣核新能源,HKD,HKEX, ,"2,000"
500,01812,晨鳴紙業,HKD,HKEX, ,500
500,01813,合景泰富,HKD,HKEX, ,500
"1,000",01816,中廣核電力,HKD,HKEX, ,"1,000"
500,01818,招金礦業,HKD,HKEX, ,500
600,01819,富貴鳥,HKD,HKEX, ,600
"30,000",01822,弘達金融控股,HKD,HKEX, ,"30,000"
"2,000",01823,華昱高速,HKD,HKEX, ,"2,000"
"1,000",01828,大昌行集團,HKD,HKEX, ,"1,000"
"1,000",01829,中國機械工程,HKD,HKEX, ,"1,000"
"4,000",01830,必瘦站,HKD,HKEX, ,"4,000"
"1,000",01831,十方控股,HKD,HKEX, ,"1,000"
500,01833,銀泰商業,HKD,HKEX, ,500
500,01836,九興控股,HKD,HKEX, ,500
"1,000",01838,CHINAPROPERTIES,HKD,HKEX, ,"1,000"
500,01848,中國飛機租賃,HKD,HKEX, ,500
"1,000",01856,依波路,HKD,HKEX, ,"1,000"
200,01858,春立醫療,HKD,HKEX, ,200
"1,000",01862,景瑞控股,HKD,HKEX, ,"1,000"
"1,000",01863,中國龍天集團,HKD,HKEX, ,"1,000"
"1,000",01866,中國心連心化肥,HKD,HKEX, ,"1,000"
"2,000",01868,同方友友,HKD,HKEX, ,"2,000"
50,01878,南戈壁—Ｓ,HKD,HKEX, ,50
"1,000",01880,百麗國際,HKD,HKEX, ,"1,000"
"1,000",01882,海天國際,HKD,HKEX, ,"1,000"
"1,000",01883,中信國際電訊,HKD,HKEX, ,"1,000"
"4,000",01884,ＥＰＲＩＮＴ集團,HKD,HKEX, ,"4,000"
"4,000",01885,中國優材,HKD,HKEX, ,"4,000"
500,01886,匯源果汁,HKD,HKEX, ,500
500,01888,建滔積層板,HKD,HKEX, ,500
"2,500",01889,武夷藥業,HKD,HKEX, ,"2,500"
"1,000",01893,中材股份,HKD,HKEX, ,"1,000"
"1,000",01898,中煤能源,HKD,HKEX, ,"1,000"
"1,000",01899,興達國際,HKD,HKEX, ,"1,000"
